,zalando,aboutyou,brand
1690,2779473f-76c0-4b0d-b4e1-6622c7179fd3,2277cf10-0c60-41c2-975c-2f8403c7f932,54
1691,99b41ea8-c07d-4547-9461-916596b14cd0,f7f85136-17e2-43e2-8322-0390b96764f6,54
1692,db89465d-2ab5-484f-a115-82db17326525,17f20407-f304-448e-877e-8dd68fce8af6,54
1693,2417c94a-88c2-4885-9142-60c7fa31c960,d60486ed-4efc-48b9-bb7d-8f09f1a1f04a,54
1694,7e535542-6af2-4932-92a7-cf15b1417ad1,f61c804d-9df5-48ac-86a7-6d23dc3389b7,54
1695,90866eea-5a54-4234-bbba-bf142536711a,0386655f-81e6-4d66-833a-efe223531217,54
1696,a8975f95-60a4-484a-8213-88d678fee2bd,67be69d7-4f37-49f8-bb05-1073c3c5cf39,54
1697,0cf6da65-f5ae-4223-b28e-4d21ed15e195,d3a0dd0f-2d64-41d7-ab9e-7ee826c1a159,54
1698,b24750bc-4068-4fd9-920f-22d5b21add96,2eec05a3-8f4e-48ae-bfd1-a923a57f9c9d,54
1699,c708872a-971c-451f-a051-1ecd9870add6,b492f05d-0b96-403c-b31a-0406ef8fc34b,54
1700,20a085eb-7d81-41cd-815f-2f417e4d83b8,0c4e3a43-c3ae-40d7-92bd-4b803045e355,54
1701,64068c63-fa85-4aec-b6cb-80fc2a8b9d03,10130046-c779-4ec5-b975-15da01cfb61f,54
1702,9f1ba23c-bc7d-4cb2-bc5a-cf7405289c75,1096995f-51d3-4f49-925b-860cf7e9dbcf,54
1703,f87b04d6-d370-4c37-9449-40a6028e2306,981105ce-895e-495e-aa08-9c65340da0eb,54
1704,4f6c55b7-3be7-46c2-b805-995ae67ad9f8,2f8a7509-1423-4a3c-9f31-c0f16743c419,54
1705,34efba56-ac74-4ca0-a761-50e42bf3d296,561109c4-2305-4a2d-90f5-957ec1a141b7,54
1706,f26b9c6a-cb84-4e97-925d-155982529b64,0f762607-63f9-4809-a37a-e67d8002f0f4,54
1707,e9cb7760-145f-430a-95e1-9dfaf5820e52,715a5902-7224-452f-9f97-66226254f9c5,54
1708,59e50936-9a3a-4914-8156-5ece60224fe8,f0df0aa1-c2ed-41b8-8dc2-3b4dfd99fced,54
1709,944cd087-b5dd-4636-a051-10612f00810b,1e37c77d-b9eb-4d27-8b8e-608db197681e,54
1710,5555685e-bd5b-450e-afff-e35fea645536,e5986e3f-5610-4711-8e92-71cb2b7da68d,54
1711,a3159826-755b-4c70-b514-070f3e1ad9dd,26fe5e42-33b3-4ba4-9b79-b36b18a1f7f2,54
1712,3c335fe3-b2f3-460d-8cd4-3878228a436d,43ada479-36cf-4328-a962-d307f38d80cf,54
1713,896757d9-7d2d-4d2d-aca5-a0faeebb4a19,15c23bb2-d49f-4688-9fbb-e4cf5244fea7,54
1714,ec27d74b-3324-4148-912f-d6bc5e637f62,f2d96e27-3489-4364-a7d4-d92c28646062,54
1715,30f3e880-ee4e-44d6-9b50-9a0fb8f11ef7,16d83f8e-259e-4367-bf58-2b629ff42514,54
1716,2b145f7b-3f77-4cdb-8eab-59bfa45d8d6a,7f5b4d84-d012-4f7d-9345-fda7892f20fb,54
1717,5f64f0b1-28e4-4879-b175-ea21e5ff662b,94c19bd8-585b-4dcc-ae0e-3061cdb65e60,54
1718,13105a81-3ec0-4852-bb09-3a66737a5250,7b4e21f7-8e9f-43e3-aa26-dbc82b4ba2ee,54
1719,562dcb00-8c01-43a1-b122-5efaf1a7fb70,8984c79e-d86c-4838-a809-49523321b9c3,54
1720,29baa14a-1107-44cd-ab29-21355358d3fc,66dd9dbf-2f6b-48fd-9c7a-9816dc68c141,54
1721,7d4ef4bb-99df-42e6-a3a1-7b2645d82c9b,6d907a38-9b8c-4dfd-a16c-31e94d6a64d3,54
1722,3be7f2bb-0fea-42bd-b443-51e182181a60,48d27c5f-0637-427b-bbe0-aad1520c2539,54
1723,56ada1d7-75a0-49c8-a76a-bd2c555b1d3f,5ee094cc-7cde-45a5-982c-1d8f1fa333e8,54
1724,f12bacde-5d82-4cb0-a5ff-2a123c892634,58f7d283-f933-4fca-adb0-9806868899a0,54
1725,a7caadd1-7d75-492e-8435-9806be6bf05e,238879b8-4570-42a9-bd50-73737888c6f1,54
1726,71a8fa90-82c3-4dfe-ba07-c0a18287f3cf,5a8d90c4-5aee-4a03-81d9-0ad10ddfb4bd,54
1727,415afa15-d935-4fd0-811f-2445a3498106,5afa6c8f-81a9-4a27-8519-6cc0a1934795,54
1728,2ef415b6-c2d4-4ab1-9c49-9e1fadf27e51,998eb841-6a47-47e1-b20f-6e13fb38e286,54
1729,08bb9327-11d1-45ae-8dfa-3572f386096a,69a27d36-9d2f-46ab-9022-592163809714,54
1730,e7601e52-fc4d-4db5-8d2f-90b4a70b9745,f5575cc7-5e08-4576-9d56-564d83805461,54
1731,95450387-000b-43a3-bbd3-bac59b174576,2b619d5e-ed83-4055-b596-fa7931ecfdba,54
1732,d6220aae-9530-4f89-ab50-5694a31c1bff,6675324d-a9be-464e-a33b-9fe207335470,54
1733,b733d95d-512c-4663-bbcf-0f5d8548a78a,d8b782d0-7e7c-4075-a0c3-b4346e13a378,54
1734,7b5e3417-786b-4c2e-a4d1-93628bc4cc99,776c0531-d915-4334-b2aa-697c64de1153,54
1735,bfd28608-1fc3-44df-b30c-cb0146333ab3,d64892df-15d5-458f-b707-f86e20a0a082,54
1736,c13f6739-2414-48eb-ac71-fc65125c2b4f,57bc70dd-bc3a-47f5-8a75-f32f0c57cc38,54
1737,6fa8a4e0-8ff9-4efc-b054-e366d2ba69fe,6de997da-18f9-4d92-a371-b5453ec590d6,54
1738,5eab56d0-baa3-479a-b079-214b80431dbe,439987d9-bf8c-4d28-8522-a29e4d1b87aa,54
1739,03ab30cf-ed2f-44ed-8e7a-4fb56037828a,c6d8ecca-3713-44d4-8edd-0ffb2319d993,54
1740,641dd2ae-eafa-478a-bf46-0cde7aaeaf94,d7801386-b045-4f25-8d07-0ec9e16e5a8e,54
1741,4624f742-269f-4106-b8f9-95e7831083c9,0d6fdf74-3de3-417d-8544-60070483d3d7,54
1742,2f081fe9-6c53-4f66-990a-673fadd0cb7d,2127fc7d-630b-4d0f-a7f7-bdbd9798099e,54
1743,a55f072d-fb38-4662-9e8d-a58741b8f78c,7d8f8567-f7b6-4d11-8548-f48050a23c4a,54
1744,a61400c1-7353-4d7c-aef6-b5f133e757c5,5408fd81-9292-4951-b2be-a20cbdbbce03,54
1745,e5a01eb1-3eb9-444f-9846-1cb41186c4f0,8fc44456-e7ed-4ee8-a302-a9aa30bd24c5,54
1746,e75b4f38-38e1-4992-941e-031d3a09ffba,2b5494f1-e8a8-4cc9-965e-c9a1f3770521,54
1747,b6fe1121-c9eb-4d96-a1f7-9932deae4051,a4110747-3bd2-42b8-8e9b-c8d32fd787c1,54
1748,0344900d-4c06-48dd-a091-b63b578d9e55,3d432748-f197-41ab-ac7c-27c426a1537e,54
1749,b59c23e8-4aaa-4328-afd1-a36fa3327df3,920d8aeb-e99c-43c9-8bb3-95f4ddeb88f2,54
1750,5f0631c1-59e8-4e9c-8b51-15fb0e64fdde,4488c34f-e6d7-4ee0-a1e8-6bfdef1d9e74,54
1751,2d98d1de-ed53-4c80-b911-0347d563b8a9,429c1056-0acc-4250-8b80-b57859d32cdb,54
1752,b87de73a-ae62-4f41-a644-2cac7cead0b1,827a10e8-3f29-45ba-9b1f-064c3b3b77ba,54
1753,484f381a-feb1-47ba-99e1-320ff2b9f77a,e0a27fb6-6bb6-44a7-9623-7e32d96dd017,54
1754,fc2bf076-fc21-4ef4-acb1-b93729d1386a,ac938e13-34d3-4fdb-ac66-073ebe2accd2,54
1755,4e008392-5000-4b37-8c11-f538b3d23d2d,0865e398-bd73-4ed5-ad93-6960aeb9685a,54
1756,42b3dc25-f5ed-4938-b35d-00e2d80a8bfe,7d7b7ca7-ec4e-43c9-8de7-05ea30302daa,54
1757,b94f6f5c-27a6-4682-8311-6aceae5494ad,245400ea-7292-4f2f-9e6f-09bd114ee592,54
1758,2c9d8e89-c17f-4599-9438-d29f842b524e,d3c94f0f-ac9b-4c18-bb10-d9c035724efa,54
1759,f5eea564-0e65-4e86-aa36-5e4e8c1de3bc,17ac89fb-33e5-4cbd-974d-14c8d7c704fe,54
1760,8059e868-ab71-482f-b8ce-459e3047a126,b9b2470d-26ed-4add-9e80-d27439772d5a,54
1761,7e5555ba-9c88-4a63-b3ca-064489835171,6eae03d9-18f9-42e7-9bec-0a64a2ea8034,54
1762,0c1fe316-b7df-4d49-a42d-a1fc44136076,2086e2b5-815d-412f-a627-4b3078259342,54
1763,4f00207b-026e-4cbd-a55e-41f5a527058b,0c49a048-360d-4020-ab60-1e03c9e0b950,54
1764,c0839c0d-78b8-4310-be22-865c4ddeb1cd,cc1e2506-0215-4b5d-a8cc-44c59c8a6ab6,54
1765,7db8e118-30f2-4d07-ab5c-bb4e800c5742,36f6ee09-024a-4fab-99bc-2c7712d605f6,473
1766,3f7db285-b92a-43e2-a699-54980151cf53,b2211455-5f86-4b75-b536-e5a869726f0e,473
1767,b287f7b3-b87e-4cdb-b2eb-b1254fae642b,2a7ac4a9-39e5-471c-bba9-3d2fd6f22c87,473
1768,c419b39c-b786-4d2c-bf90-9bf55bf45c73,9ffd7366-d1c6-476b-8158-e06124947154,473
1769,a7d1ec6c-38ea-4139-be47-da49149e662a,1e1d34c8-d1c5-40e4-a11f-3523d17d0ac7,473
1770,17413c2e-6bb6-437e-a539-d4f5a033caee,b7829d7f-f919-4df4-9597-ae5ad1bba3ec,473
1771,7ed31a56-77d1-4de3-8068-bc9013384936,f7f5e274-6524-400c-b7fb-41e2173be095,473
1772,4d015701-9b2f-4295-a4aa-ba962c3b5299,fadb96e1-519a-460e-94ac-a5fb95caf551,473
1773,66414809-c7e5-4a5d-8648-6e085c5ce0ac,1622dcdd-96ac-44ad-a557-9fee142837c0,473
1774,09d0c539-9cf6-46ed-9865-30c42e8dff66,d89fd03f-5a38-4406-bea0-6d19ad0bba17,473
1775,aa0d4edb-31ea-4ae8-8447-fe283f8f8911,495efdf1-dafe-423f-8e0c-450a694922cd,473
1776,f1d1ce2d-9cb5-42eb-a17e-973a1c1c8a87,a96a8b24-aab7-4c8c-851c-50e2923c37c3,473
1777,fa472129-36c6-4cdf-84dd-d11c326509b6,f122902d-768e-473d-8c5e-51a24c74aeff,473
1778,fcb1c5bf-c2ab-460e-9521-30087de234fd,dc320c34-61d7-443e-9963-0e5e35fb56b6,473
1779,7334bba4-0121-4d51-bca1-f522909df854,2614c61b-8fde-4610-9db2-a74b31007e02,473
1780,f9a61a0c-c409-441c-8f5e-b71ab712bcfb,aade3a5f-df25-45b8-a692-13a483dd8855,473
1781,d2439967-df3c-44a6-b8e1-06b89010873d,a0524a3f-f2f7-4160-9fa6-a26cbc348b55,473
1782,796d34e0-99bc-4889-af29-d0a0a66acbc0,b8f0aecf-c492-409e-828b-27689f1eb900,473
1783,ef49c6ab-8d1e-4c0f-88d2-620fbcfe79f9,39f872c1-2278-4cee-98d4-524cb6f07335,584
1784,7482f4ff-9645-45a1-8f38-93944224cb34,0469c0ca-f099-4db5-99fd-39f083e87d64,584
1785,72f37860-2868-488f-8279-d060b5c9e006,94888652-b744-4900-b3e5-ceca09376e9d,584
1786,a9cb8129-cc22-489c-98ce-1e08f30714c5,add0704c-2fab-455f-80d4-3a80990c81cb,584
1787,5ebb521f-0d59-4a51-9141-9a1a10a46543,90f82454-46df-4304-ba6b-fb62c51f0d99,584
1788,cf82b432-9c1c-428f-b25b-62dc53ac87e8,df6f601c-309d-434f-b6a8-85e8cb922e01,584
1789,8c598d7b-6345-41ff-bee6-272311a40c0a,2d143501-31b1-47f3-a98a-a60b46f485f5,584
1790,44127893-c9ec-465e-8cc7-03d2bd3fc03f,b5861538-f8aa-4254-bba7-9400232a6948,584
1791,fec3df05-af91-4cf9-a9c9-b9f0f69a199d,015e15fb-2240-4feb-829e-efe2dd5495d4,584
1792,7d9e3bf5-198e-4d3f-aca9-e2d18ce15fc6,b4ef8e41-e2e2-4ccd-af75-8811ded190c7,584
1793,10310038-f57b-45d3-8918-e88390b3b586,147ae7d7-9a83-4ea1-9c2f-13cfaad8f918,584
1794,cf545b0e-a2c2-4ca3-a406-819f5220770a,3b03ae63-dae8-409f-b989-06e925a563ad,584
1795,84f08a07-43e7-4c58-8622-2522f475f69a,adb79013-a272-4976-90d0-5f3df2469203,584
1796,44a046d7-ea68-490b-a210-056d49a96d2c,e7ff6b4c-0cc9-414a-95b8-61987c331620,584
1797,fe1df0f4-a4b4-4039-813a-5f5a3cfee5c5,1a6ce260-0026-4e79-a91d-a6a568177d89,584
1798,b8a4a924-d09d-4bb3-9d4e-4676bbf32074,9eea117a-e6da-4584-a55e-3f5a5a911142,584
1799,4ba9ad0d-5e9b-4bc3-9c55-14871f13e27f,334d962c-cacd-4ba5-89e0-404c64c84d98,584
1800,6df26c0d-7ee1-47cd-8154-bef5beb6f73e,2b6cba1c-1594-4f2d-9fe6-4059da5052b3,584
1801,0b202a7c-f95d-4cd7-b833-d8ffecaa7bd7,ef775214-caa0-4f62-b806-766ff5361587,584
1802,975155b7-acfe-4644-b9b6-9bf487d9f134,6f0b4059-c3c3-4444-bbce-bc3c037619db,584
1803,d0432948-1e5f-43f8-bece-bc6f1dec7d16,fcff6a8d-c25d-4806-989a-0d083cb2c53e,584
1804,8cec3597-e41d-4020-9fc1-fc8ace2764ab,b0a9e907-e63e-483c-a714-ef72dc9c9f0a,584
1805,79e30807-19b5-4be9-bd0a-e6e23b02b3da,cc5e0e99-5356-44a8-b894-15fd4adc90f3,584
1806,24e6988f-9642-40e7-832e-8403d5beaaf1,4157bb1a-1475-4ea5-b630-cbb4887c1942,584
1807,a1929435-edcf-4b6a-92d0-586c63767160,cef44d32-fdbd-4aab-8aa5-9fbe9f9a1a6f,584
1808,f5ea560e-6f7a-4b42-949b-a95308c34bb0,9a10baa8-849a-4bb7-a66b-1f2b863713ab,584
1809,82dd1417-45b1-4b1e-97b8-5521b599a674,65bae137-00e1-4f03-a517-ed5c512b3cfd,584
1810,8ab1e193-462e-4428-ad69-c2fd0af116fe,d577e1a4-6e6a-4995-9d57-a3c50a8a6a11,584
1811,1d183e27-4d9a-4979-a340-4fb3a2eef7e5,74c656e9-dac1-458f-b94e-e57cf0a2abfd,584
1812,9b8c4149-c194-4141-a207-b76ad7f20f46,4b186607-052c-4a13-90ad-2a9242f79fc8,584
1813,365b0032-cbca-4554-835d-3daedd1d8b16,ae01684f-72e4-4c96-b5b1-f1ec1d646f92,584
1814,7b6086c4-cbdb-4b03-bb0d-010fdc7cff66,f4790345-2cc4-45fe-9081-18eb5a442fd2,584
1815,714baa1e-8f59-4075-860a-e9e1d1cf1b5e,f7068957-685d-4ba2-8afb-39d9fac4e670,584
1816,5985ab03-33cc-4b3f-b934-67f9438f6842,4ca3ab39-32fe-4188-9a40-ad718ca750c4,584
1817,5669e5bc-4ca7-4c69-a536-45221be79745,b2e76b28-4514-4faa-9ecc-7825530a36f9,584
1818,01097697-6a86-4db9-a7ec-0495ad8363a7,c5128f5f-919d-405f-943b-bc8852c251cc,584
1819,ea2ce591-060f-4d42-ae5b-aada0e756d6a,a6c2d02e-6e39-4fca-a779-ea79b8eb45ca,584
1820,996a6dfc-85ef-4063-bde5-6a73c88f38fd,6264afbe-7e7f-4d96-983d-593a2dbff0e3,584
1821,18f3d33f-fefc-4f19-a765-f989fedbb22e,95ff0549-bdcb-47df-a088-85fc0a361d34,584
1822,efa690fe-273f-44d3-9907-9a45b15c79e4,45aa6d49-4366-4e06-9f06-a0f13dae3245,584
1823,d13f0d30-944d-41ce-8ab4-8b81c88babce,77d4defd-0463-4154-bbec-e2ae9e2f6fa8,584
1824,db4ca771-b795-4928-8e0d-99d68ba51847,9428757e-3936-4d6a-b5ea-5b5a60f7e27c,584
1825,8fd49ad6-e766-4065-b19d-d695e34a6fa3,db25112f-f6d1-4d0c-b9e3-adb3517e807f,584
1826,c3ad78e3-2029-48b1-a53e-5ab12d4a0575,98171766-bf56-4e0f-8a19-41df96569794,584
1827,9df67547-e1cc-4508-bdb7-1b0b71a13b3e,a53868f8-b853-4442-ad16-e751a8b767f9,584
1828,a46905b0-36db-4c9b-9eaa-6763d23f4649,11bc6a2a-f648-470b-9095-9cfd2922a1c7,584
1829,e78ffc61-659f-414a-85cf-67d2449e8e7a,b581cdcb-03f3-4e93-873f-8ea53adb8d52,584
1830,e83f2744-f3c2-49a2-8a2d-ffd6ad142a51,41916578-d5d5-4e16-bd18-1d2b2f933e9c,584
1831,9d9727a0-2fe9-43bc-8fa6-dc7473639f23,4b6575a4-0c62-4259-a006-5fa22317aa23,584
1832,680c03a1-1f76-4e73-b7b7-f896eb671fe3,0ab7ef98-b97b-459b-a5e1-7bad49abfb3e,584
1833,51c74fdf-9c6c-4761-8c50-82fa17bafdd4,9eb08c46-ae3c-4091-8326-80f6211976a0,247
1834,8b9c3c66-c92c-40cc-86aa-3efa7dc0203f,b59a444d-189c-432f-a00a-01c356cb5469,247
1835,9cc7f96d-5f87-434c-a118-58179b4b572d,7c67b4a0-936d-4031-bcb2-17d5fc87299a,247
1836,ef3b0df1-61a4-4c78-bd6e-eb74e46ab841,20b54b7b-a0f1-4f13-a6ea-4cf79674d168,247
1837,660d0c78-12a4-4654-8d01-bbc273a6fbdc,128209ca-8923-40b7-a58f-3afc127f6ac1,247
1838,7e9686c4-8dd9-4907-ab97-d19d4109c9b8,922b6ff6-051d-43d7-9b83-ff64f354c0db,247
1839,0d596328-6c77-4851-9e1b-27bb89590144,06741a70-ac95-4b6c-bb99-3923dc385583,247
1840,d0fdb11b-2f7a-4e9f-877b-ecc7b0dfa20a,b0c30f7d-801d-4f68-a745-511281b6be31,247
1841,53919802-d695-40c5-9a26-13d4cf475fb6,2ae0e029-d191-4a35-99ca-32735500ca41,247
1842,b3de9f5c-52c8-49cf-96ed-e0a13c03bec3,bc0c8a54-acd2-4233-982d-3a48d8353ddd,247
1843,c38a5ed4-fb46-4728-9fdc-9fca3f0a1f57,6a533084-e36f-45f3-a8a4-6d32885fa382,247
1844,6cb062e4-c922-4f0a-931c-dcab5d8d46cf,b7012063-64ef-4789-98df-532ed04358c4,247
1845,bd542dbd-ed5c-41c5-bb68-9ebac001a1fb,b358fa07-a26e-4cd6-834c-cd29ce8b74e6,247
1846,1e4ca9ba-01f8-4ac0-b264-2faa4ed52c1b,041da794-5824-4ff8-8b57-98036433e974,247
1847,d2bde998-cbab-4200-ac77-1e2ad1a83c2a,c80cdc16-422f-4516-8c55-ae4f0d424530,247
1848,2cfc9d1e-970e-4145-9d14-b65b006c56d2,2bf096f9-9647-4b1c-8b4c-2a7523104430,247
1849,6cca920a-c2c5-4955-932c-44ede4015298,5d53d3ac-06e1-4646-9871-1429e550a925,247
1850,883d95bd-9a44-4885-9e7c-58ad7b718f97,cc2bc9c3-c9f6-4da8-be78-2e5e0b4530bf,247
1851,862277ae-5ba9-4dd9-9925-76f3432418d2,e5c5bd6c-7483-4824-94d1-11cb2228f7dd,247
1852,34ff3de7-ff16-4736-9962-addc170b4a00,d659f8bf-09e9-4435-9f31-680401f91953,247
1853,8f2e9489-f7c1-46b4-aa88-5339810c3f2f,6d8aa949-bd3c-4474-8114-ed4f7746fc9d,247
1854,4d7d206c-20c3-45ae-bb56-e5cc8b143d4f,241dec46-f997-496a-ba44-8a1b27b99246,247
1855,9c59bcd4-bc3c-483c-9283-064494d38688,2ba8aaf9-3c18-443f-9f12-eb753ee1fdda,247
1856,51b085cc-df22-4e21-85c4-a0b952b38039,80e8efd8-0ef3-4c85-b227-d0efe0878004,247
1857,32221328-b4d4-43af-93c8-f7ff4967d1a3,1a317612-c13b-4c90-ad5e-181d3d7a947a,247
1858,a3c2dc87-025d-4471-b498-350c8a69d494,644500a0-9d22-4063-951b-8cc7a6dd6bf5,247
1859,2aa0d4cb-b8c7-4687-a30b-6155480de8cb,67061b67-d2e8-4b9d-8b37-28783b4e6f48,247
1860,2e5a8b4c-1be8-4833-9884-64e9966c5fc8,29222546-2228-4ba4-8b63-3aaf03681d78,247
1861,34a89a64-f451-4bc1-935e-5dc7dc2d03b6,f9b38b1f-6340-4720-98a9-e90d3940f475,247
1862,63836676-a0cd-4730-8cbc-2f72640baa9f,558e0112-c32c-40ab-a303-ecb767265986,247
1863,a89eedac-6253-482b-ad71-9d2b5beeb49b,72de6524-e6d1-4601-90d1-7ff435b559f3,247
1864,a5384563-eaef-49f2-9117-b39369e0128b,519a00c3-774c-49a4-bc1e-df3ffacf0c1a,247
1865,f705993d-98a2-40c5-91db-ae97804c63d2,9b07c062-b172-4e2a-8250-93540080ca89,247
1866,e7645531-44bd-4f0e-88f2-9a58864ab400,f81a08ac-89b2-4457-bd9d-d5cee635b051,247
1867,8c8e0140-46c5-4a50-8e2f-cb4607b787ac,0469b172-b951-4526-8a19-c4575f718cbc,247
1868,ce38cee8-54ef-476f-9f55-6275af460ef7,6b31efb7-f901-4c66-98db-9c618bee7360,247
1869,dfac8260-f25a-4e52-9a73-d07d38ef1e63,e3591305-5923-4b90-92c9-730db73c3c20,247
1870,f1f28cc1-f149-4f75-8dfe-941c3a7c3983,9a40bf5f-3c08-4581-bdc9-6e976f7ea83d,247
1871,7ce80d1d-66fd-4a04-9ba9-b91f22e9f5c4,14e309ec-d7c6-4bc3-83af-aaf3ff01cafc,247
1872,7d8717d1-98b1-4d74-97a2-d86c89c27497,505c7b27-6339-457f-aaa1-77c2c55a679c,247
1873,c14c33c5-bd2e-46e3-a437-1496ac6a01a0,51b1cc98-ba1c-47c9-909f-a2b3f4739827,247
1874,3cb64aa9-1f86-47cc-88d1-4d87146511fb,dc8e1b6a-5330-4da5-8a28-cfdaadc0ea69,247
1875,7596182c-db2b-4319-bf2d-03756545e605,5bb8d9cf-1d02-45c7-b5fa-e0231fb2ad02,247
1876,6971f13c-8efa-4083-9bba-3d558a2f373c,1c453d14-ec43-4812-8c31-939323dde450,247
1877,55f151bb-7200-4cce-b0bb-439703981e07,f7c956a8-d0b8-4740-8342-f1058c8ea684,247
1878,3ac4f7e8-f31a-4741-8afe-4e452e53f3ec,c481083b-6d1e-4072-ba40-78132f60f0e2,247
1879,ff117a69-4bef-49ec-a9e0-5fdbd4a2053b,b0448b2c-0c76-4b23-b717-7d1aeb8899bf,247
1880,c4a2a11d-0b75-41a7-b274-a701642246ef,f95e37d6-5d04-4a42-bbba-07e0642049b9,247
1881,8b019063-0409-49e6-acba-308683bf113c,7dc8a2f6-1ac0-47a3-8ed2-ecaaf402088f,247
1882,0f3180cc-3ba8-4867-89a8-6c57a54d7a45,df122774-8215-4cc4-bff9-6d90063ad507,247
1883,00268ffb-f78b-48a5-97fc-d38324e2d651,4695418d-4e9f-46a8-9acc-644067244315,247
1884,b750dcf0-b00a-46f3-880d-ac25711d424e,7044d354-c005-4aaf-a770-88fe76444583,247
1885,8af6aac2-0bfe-4b2f-890e-73f83f3dd1db,feac9ea4-a1ab-4de1-80fa-5bbc77d281ac,247
1886,bab6391b-a9e4-4519-868e-2c35a39e0517,218d6b31-6452-4f62-b95c-dda239f16b97,247
1887,8e0c85b4-2209-4086-b28b-becb90be5e51,a1536c8f-7f05-4335-9034-b12532b643d2,247
1888,48576290-956d-4295-b70b-8376f29c1b6c,adf2bf28-7571-48b6-97f4-bcbccb3b5529,247
1889,a06eb42d-028d-4ec5-91be-0dd5b55e94f1,08fcba52-95b4-42d9-8f30-b533c9767fa6,247
1890,6bc0d90e-4888-4b37-be15-f2391655d20a,8f5ed588-8628-40b7-9727-d69f942d4ee0,247
1891,28737f3e-04f0-47d7-9845-11f435769565,af6a91e1-0e30-412c-bdce-0426b020be63,247
1892,613d2d79-844e-45d7-a3a7-a67f24c331d8,2d68b085-68d9-4fec-9764-a26d72c5e134,247
1893,bcb2e324-f97e-427a-af32-1f4c991df3d2,62333f75-bd05-41d0-8044-5cd795f1046d,247
1894,363ca6aa-a6b7-4775-8f0a-0e495b51aeb7,7100c4e8-ba7b-4ef2-bc4e-221173956e4e,247
1895,73285b9f-c9ab-46c2-b222-862d7dd5247d,553ca7ad-4a94-4a00-ab4e-9eb3e8ccb6c0,247
1896,bf476ac8-4a16-40b0-8f1e-60a1b560a6a8,d2b0621e-35cd-43a8-9eb3-4f98801dd605,247
1897,9a84cc43-fe8b-4e3e-918f-82281e365d7c,53abf594-e366-4e50-a981-9cea2db70dba,247
1898,e6aee475-5bf8-4c51-87a5-72d6615fe039,2fb7c6b0-f601-4e9f-9d97-dfe6f18180d0,247
1899,6bbbe14c-598f-4c65-bced-914baeb6a040,9a299d85-4293-406c-9b08-ac44bb75262d,247
1900,6c94227a-dd6a-4359-a479-3d64309e3257,522bae85-96ed-459e-9232-c02c53b3a521,247
1901,de94b620-5d16-4701-8c6b-ff164da8e8d3,48ace42d-19aa-4ab8-b490-c34cdc87bcd0,247
1902,dca365a8-aadd-4e6a-8e72-99314acc89c7,0b253727-2d9a-403c-94fc-ed736d40f631,247
1903,09187675-6ba9-4158-9164-24545e99269a,0dbeda73-40f0-4861-aa2c-0ab7ee0a752f,247
1904,946cd572-ce09-447d-a477-8007d93dd9e8,e1b026ed-93d2-4cc1-a465-a6331e7623b9,247
1905,fdf48d1f-78bc-4f13-8a64-a422163f8480,5fa8c6e1-df07-444b-baec-7f71c2e25197,247
1906,0b14054f-28a7-4c40-a03e-df9bbe88867e,3079d60a-3087-4e75-8e61-2a2f8044e144,247
1907,0b93ed27-b2c1-41f7-af6c-ec7caf5d6c3c,5b4cce17-b0e1-4c86-a61e-107585ffda3c,247
1908,08228933-5482-4790-b4ba-277088919de8,2f01cd7a-5257-4749-abf4-3bd6d78c5811,247
1909,7993a5bc-814f-42e7-85b7-b8a38fdd6225,98d40437-ff0b-4dec-ada9-10c0da6624c6,247
1910,9afabe07-921f-4892-bab9-e61e89aada72,904d6a3b-a5e1-4e2b-9d9c-6848b97c84bb,247
1911,490d6bc6-8bf1-4a9d-a41b-61fd247f3ee5,76bb1f8c-01df-4d42-8305-0f08b921629b,247
1912,3938535d-7bf1-43aa-b741-1ff920526163,9cab2f08-3406-4dac-9e27-4eae53a64338,247
1913,b7a82321-28c1-48d1-8228-ef205c7729c5,71a8b75c-d906-41e3-8d96-1e9c5a08f2a3,247
1914,afe82960-ff55-4043-a7af-9eb8fbd83304,f01d65a5-c06a-4274-8f2c-33503dc53609,65
1915,cae308b4-70ea-4c0f-a507-7a6b4cc82282,c0c9584c-ffc5-403c-b934-028accad0529,65
1916,3b49f8b4-719a-4335-afae-508c56ca060f,aa977e6e-f194-4e19-aa1d-710603fa5dcb,65
1917,4b1894ca-0753-4d92-8277-b9159dca1364,3029f987-2514-451d-a01f-4ee69b3d0861,65
1918,3f503dd3-9719-4d6b-85ff-87956813faa8,fabc5c49-2154-4062-9cc6-d9a5bb82c985,65
1919,58109f0f-d697-4e57-a0f8-706b3a4716ed,3e9139c7-980b-40d7-afc7-2f5f7c118bdb,65
1920,8bde7697-2e4f-4b08-9944-e89be9792909,745fba3b-b8d3-4f94-882a-62891285860e,65
1921,d3781897-6991-4d1b-87fa-605fe287bc1c,001b4740-6dac-4d54-ad8f-cebb21476ef3,65
1922,5a6b934c-4cd1-4508-a2a6-d382c89c3070,e08fcfb6-aaee-4410-8caa-7d1e5540d817,65
1923,6bf288fe-5851-4972-b197-52c1b172597f,7bda73af-3497-488a-ad8f-281aaafed517,65
1924,272af3c8-f5ee-4e65-8bca-84bc065212ba,e56a62e0-f71b-423b-b0f2-bca0b852c14c,65
1925,19605823-3584-4e2f-889e-7427011df520,5297b376-e4ff-4d2c-b928-561b42eeec60,65
