dbn,school_name,boro,primary_address_line_1,city,state_code,zip,Location 1,start_time,end_time
13K419,"Science Skills Center High School for Science, Technology and the Creative Arts",Brooklyn,49 Flatbush Avenue Extension,Brooklyn,NY,11201,"49 Flatbush Avenue Extension
Brooklyn, NY 11201
(40.69717472700046, -73.98495968899965)",08:07:00,15:40:00
31R460,Susan E. Wagner High School,Staten Island,1200 Manor Road,Staten Island,NY,10314,"1200 Manor Road
Staten Island, NY 10314
(40.59865238600048, -74.12310475899966)",08:16:00,15:00:00
28Q328,High School for Community Leadership,Queens,167-01 Gothic Drive,Jamaica,NY,11432,"167-01 Gothic Drive
Jamaica, NY 11432
(40.713577459000476, -73.79651782499963)",09:00:00,15:45:00
05M362,Columbia Secondary School,Manhattan,425 West 123 Street,New York,NY,10027,"425 West 123 Street
New York, NY 10027
(40.81091785300049, -73.95692738699967)",08:00:00,16:00:00
10X243,West Bronx Academy for the Future,Bronx,500 East Fordham Road,Bronx,NY,10458,"500 East Fordham Road
Bronx, NY 10458
(40.86001222100049, -73.88822960399966)",08:30:00,15:15:00
03M307,"Urban Assembly School for Media Studies, The",Manhattan,122 Amsterdam Avenue,New York,NY,10023,"122 Amsterdam Avenue
New York, NY 10023
(40.77429641100048, -73.98482270099964)",09:00:00,15:15:00
20K609,Urban Assembly School for Criminal Justice,Brooklyn,4200 16 Avenue,Brooklyn,NY,11204,"4200 16 Avenue
Brooklyn, NY 11204
(40.63490809500047, -73.98151907699963)",08:45:00,15:45:00
28Q284,York Early College Academy,Queens,108-35 167 Street,Jamaica,NY,11433,"108-35 167 Street
Jamaica, NY 11433
(40.69693735800047, -73.78698154099965)",08:00:00,15:00:00
21K348,High School of Sports Management,Brooklyn,2630 Benson Avenue,Brooklyn,NY,11214,"2630 Benson Avenue
Brooklyn, NY 11214
(40.59359381100046, -73.98472923199967)",07:45:00,15:45:00
15K463,Secondary School for Journalism,Brooklyn,237 7 Avenue,Brooklyn,NY,11215,"237 7 Avenue
Brooklyn, NY 11215
(40.66959817500049, -73.97925552199968)",08:25:00,15:12:00
31R605,Staten Island Technical High School,Staten Island,485 Clawson Street,Staten Island,NY,10306,"485 Clawson Street
Staten Island, NY 10306
(40.567913003000456, -74.11536224299965)",07:45:00,14:30:00
17K543,"Science, Technology and Research Early College High School at Erasmus",Brooklyn,911 Flatbush Avenue,Brooklyn,NY,11226,"911 Flatbush Avenue
Brooklyn, NY 11226
(40.64943967500045, -73.95843119799963)",08:00:00,14:45:00
02M393,BUSINESS OF SPORTS SCHOOL,Manhattan,439 West 49Th Street,New York,NY,10019,"439 West 49Th Street
New York, NY 10019
(40.763361732000476, -73.99050909099964)",08:50:00,15:30:00
21K690,Brooklyn Studio Secondary School,Brooklyn,8310 21St Avenue,Brooklyn,NY,11214,"8310 21St Avenue
Brooklyn, NY 11214
(40.6048770000005, -73.99441715399968)",08:00:00,14:30:00
01M539,"New Explorations into Science, Technology and Math High School",Manhattan,111 Columbia Street,New York,NY,10002,"111 Columbia Street
New York, NY 10002
(40.718725451000466, -73.97942638599966)",08:15:00,16:00:00
12X388,Pan American International High School at Monroe,Bronx,1300 Boynton Avenue,Bronx,NY,10472,"1300 Boynton Avenue
Bronx, NY 10472
(40.83136649000045, -73.87882327699964)",08:30:00,17:30:00
07X522,Bronx Design and Construction Academy,Bronx,333 East 151 Street,Bronx,NY,10451,"333 East 151 Street
Bronx, NY 10451
(40.81824688900048, -73.91973567799965)",08:00:00,15:30:00
22K535,Leon M. Goldstein High School for the Sciences,Brooklyn,1830 Shore Boulevard,Brooklyn,NY,11235,"1830 Shore Boulevard
Brooklyn, NY 11235
(40.5808471360005, -73.93608856899965)",08:15:00,14:30:00
10X284,Bronx School of Law and Finance,Bronx,99 Terrace View Avenue,Bronx,NY,10463,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)",08:00:00,14:45:00
04M680,"Heritage School, The",Manhattan,1680 Lexington Avenue,New York,NY,10029,"1680 Lexington Avenue
New York, NY 10029
(40.79187961800045, -73.94658639999966)",08:30:00,15:39:00
17K382,Academy for College Preparation and Career Exploration: A College Board School,Brooklyn,911 Flatbush Avenue,Brooklyn,NY,11226,"911 Flatbush Avenue
Brooklyn, NY 11226
(40.64943967500045, -73.95843119799963)",08:00:00,15:30:00
09X403,Bronx International High School,Bronx,1110 Boston Road,Bronx,NY,10456,"1110 Boston Road
Bronx, NY 10456
(40.8276026690005, -73.90447525699966)",09:00:00,15:45:00
08X559,School for Tourism and Hospitality,Bronx,900 Tinton Avenue,Bronx,NY,10456,"900 Tinton Avenue
Bronx, NY 10456
(40.82188734100049, -73.90343805499964)",08:30:00,14:45:00
02M294,Essex Street Academy,Manhattan,350 Grand Street,New York,NY,10002,"350 Grand Street
New York, NY 10002
(40.71686722400045, -73.98953194299963)",08:00:00,14:45:00
03M415,Wadleigh Secondary School for the Performing & Visual Arts,Manhattan,215 West 114 Street,New York,NY,10026,"215 West 114 Street
New York, NY 10026
(40.802174581000486, -73.95400882799964)",08:00:00,15:45:00
14K478,"The High School for Enterprise, Business and Technology",Brooklyn,850 Grand Street,Brooklyn,NY,11211,"850 Grand Street
Brooklyn, NY 11211
(40.71196311300048, -73.94043436699963)",07:45:00,15:45:00
18K642,Urban Action Academy,Brooklyn,1600 Rockaway Parkway,Brooklyn,NY,11236,"1600 Rockaway Parkway
Brooklyn, NY 11236
(40.641844268000455, -73.89868729099965)",08:10:00,15:20:00
30Q445,William Cullen Bryant High School,Queens,48-10 31 Avenue,Astoria,NY,11103,"48-10 31 Avenue
Astoria, NY 11103
(40.75812467500049, -73.91033330899967)",08:45:00,15:30:00
10X433,High School for Teaching and the Professions,Bronx,2780 Reservoir Avenue,Bronx,NY,10468,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)",08:45:00,15:45:00
19K510,World Academy for Total Community Health High School,Brooklyn,400 Pennsylvania Avenue,Brooklyn,NY,11207,"400 Pennsylvania Avenue
Brooklyn, NY 11207
(40.66755311100047, -73.89480053699964)",08:05:00,14:20:00
22K555,Brooklyn College Academy,Brooklyn,350 Coney Island Avenue,Brooklyn,NY,11218,"350 Coney Island Avenue
Brooklyn, NY 11218
(40.64920062700048, -73.97169462099964)",08:00:00,15:00:00
07X547,New Explorers High School,Bronx,730 Concourse Village West,Bronx,NY,10451,"730 Concourse Village West
Bronx, NY 10451
(40.82277649000048, -73.92352279399967)",08:30:00,15:30:00
08X558,Westchester Square Academy,Bronx,3000 East Tremont Avenue,Bronx,NY,10461,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)",08:15:00,15:20:00
32K545,EBC High School for Public Service - Bushwick,Brooklyn,1155 Dekalb Avenue,Brooklyn,NY,11221,"1155 Dekalb Avenue
Brooklyn, NY 11221
(40.694481845000496, -73.92915352799963)",08:00:00,15:45:00
23K493,Brooklyn Collegiate: A College Board School,Brooklyn,2021 Bergen Street,Brooklyn,NY,11233,"2021 Bergen Street
Brooklyn, NY 11233
(40.67413738300047, -73.91349449099965)",08:30:00,14:45:00
29Q265,Excelsior Preparatory High School,Queens,143-10 Springfield Boulevard,Springfield Gardens,NY,11413,"143-10 Springfield Boulevard
Springfield Gardens, NY 11413
(40.66823228800047, -73.75683989399965)",08:10:00,15:07:00
09X505,"Bronx School for Law, Government and Justice",Bronx,244 East 163 Street,Bronx,NY,10451,"244 East 163 Street
Bronx, NY 10451
(40.827589367000485, -73.91866815999964)",08:15:00,15:00:00
14K071,Juan Morel Campos Secondary School,Brooklyn,215 Heyward Street,Brooklyn,NY,11206,"215 Heyward Street
Brooklyn, NY 11206
(40.7035773610005, -73.95323731199966)",08:00:00,14:15:00
24Q267,High School of Applied Communication,Queens,30-20 Thomson Avenue,Long Island City,NY,11101,"30-20 Thomson Avenue
Long Island City, NY 11101
(40.74509351900048, -73.93681389799963)",08:30:00,15:30:00
02M416,Eleanor Roosevelt High School,Manhattan,411 East 76 Street,New York,NY,10021,"411 East 76 Street
New York, NY 10021
(40.77011647100045, -73.95337910099965)",08:30:00,15:30:00
30Q286,"Young Women's Leadership School, Astoria",Queens,23-15 Newtown Avenue,Astoria,NY,11102,"23-15 Newtown Avenue
Astoria, NY 11102
(40.77125089600048, -73.92460167099966)",08:00:00,15:20:00
07X548,Urban Assembly School for Careers in Sports,Bronx,730 Concourse Village West,Bronx,NY,10451,"730 Concourse Village West
Bronx, NY 10451
(40.82277649000048, -73.92352279399967)",08:25:00,15:18:00
10X213,Bronx Engineering and Technology Academy,Bronx,99 Terrace View Avenue,Bronx,NY,10463,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)",08:15:00,16:30:00
28Q440,Forest Hills High School,Queens,67-01 110 Street,Forest Hills,NY,11375,"67-01 110 Street
Forest Hills, NY 11375
(40.729431572000465, -73.84562907299966)",NA,NA
17K745,Brooklyn Institute for Liberal Arts,Brooklyn,600 Kingston Avenue,Brooklyn,NY,11203,"600 Kingston Avenue
Brooklyn, NY 11203
(40.6595170060005, -73.94254649899966)",08:00:00,15:00:00
02M459,Manhattan International High School,Manhattan,317 East 67 Street,New York,NY,10065,"317 East 67 Street
New York, NY 10065
(40.765445402000466, -73.96021378599966)",08:45:00,15:05:00
06M463,High School for Media and Communications,Manhattan,549 Audubon Avenue,New York,NY,10040,"549 Audubon Avenue
New York, NY 10040
(40.855938307000486, -73.92702963399967)",08:00:00,15:45:00
12X248,"Metropolitan High School, The",Bronx,1180 Rev. J.A. Polite Ave.,Bronx,NY,10459,"1180 Rev. J.A. Polite Ave.
Bronx, NY 10459
(40.82522606000049, -73.89394988899966)",08:00:00,16:00:00
21K410,Abraham Lincoln High School,Brooklyn,2800 Ocean Parkway,Brooklyn,NY,11235,"2800 Ocean Parkway
Brooklyn, NY 11235
(40.58230836300049, -73.96746574699966)",07:28:00,15:10:00
21K540,John Dewey High School,Brooklyn,50 Avenue X,Brooklyn,NY,11223,"50 Avenue X
Brooklyn, NY 11223
(40.589238098000465, -73.98174652399967)",08:13:00,15:05:00
18K566,Brooklyn Generation School,Brooklyn,6565 Flatlands Avenue,Brooklyn,NY,11236,"6565 Flatlands Avenue
Brooklyn, NY 11236
(40.63262743000047, -73.91779798899967)",08:30:00,15:20:00
13K439,Brooklyn International High School,Brooklyn,49 Flatbush Avenue Extension,Brooklyn,NY,11201,"49 Flatbush Avenue Extension
Brooklyn, NY 11201
(40.69717472700046, -73.98495968899965)",09:15:00,15:30:00
10X445,Bronx High School of Science,Bronx,75 West 205 Street,Bronx,NY,10468,"75 West 205 Street
Bronx, NY 10468
(40.87705636800047, -73.88978035099967)",08:00:00,15:45:00
05M367,Academy for Social Action: A College Board School,Manhattan,509 West 129 Street,New York,NY,10027,"509 West 129 Street
New York, NY 10027
(40.815230365000446, -73.95520120599963)",08:35:00,15:45:00
02M282,Urban Assembly Maker Academy,Manhattan,411 Peal Street,New York,NY,10038,"411 Peal Street
New York, NY 10038
(40.709336073000486, -74.00529934499963)",09:00:00,15:45:00
10X268,Kingsbridge International High School,Bronx,2780 Reservoir Avenue,Bronx,NY,10468,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)",07:45:00,14:45:00
14K449,"Brooklyn Latin School, The",Brooklyn,223 Graham Avenue,Brooklyn,NY,11206,"223 Graham Avenue
Brooklyn, NY 11206
(40.709899960000484, -73.94365993499963)",08:00:00,14:30:00
08X452,Bronx Guild,Bronx,1980 Lafayette Avenue,Bronx,NY,10473,"1980 Lafayette Avenue
Bronx, NY 10473
(40.82230376500047, -73.85596138999966)",08:30:00,15:00:00
02M531,Repertory Company High School for Theatre Arts,Manhattan,123 West 43 Street,New York,NY,10036,"123 West 43 Street
New York, NY 10036
(40.7559425820005, -73.98456770199965)",08:15:00,15:30:00
02M615,Chelsea Career and Technical Education High School,Manhattan,131 Avenue Of The Americas,New York,NY,10013,"131 Avenue Of The Americas
New York, NY 10013
(40.72435287400049, -74.00475929199968)",08:30:00,16:00:00
13K412,"Brooklyn Community High School of Communication, Arts and Media",Brooklyn,300 Willoughby Avenue,Brooklyn,NY,11205,"300 Willoughby Avenue
Brooklyn, NY 11205
(40.69258225600049, -73.95887311699965)",08:30:00,15:20:00
24Q520,Middle College High School at LaGuardia Community College,Queens,45-35 Van Dam Street,Long Island City,NY,11101,"45-35 Van Dam Street
Long Island City, NY 11101
(40.744149536000464, -73.93362674099967)",08:00:00,13:55:00
17K547,Brooklyn Academy of Science and the Environment,Brooklyn,883 Classon Avenue,Brooklyn,NY,11225,"883 Classon Avenue
Brooklyn, NY 11225
(40.67029890700047, -73.96164787599963)",08:30:00,16:15:00
24Q293,Civic Leadership Academy,Queens,45-10 94Th Street,Elmhurst,NY,11373,"45-10 94Th Street
Elmhurst, NY 11373
(40.74330287300046, -73.87057497699965)",08:30:00,15:30:00
04M555,Central Park East High School,Manhattan,1573 Madison Avenue,New York,NY,10029,"1573 Madison Avenue
New York, NY 10029
(40.79367888200045, -73.94941649499964)",08:30:00,15:20:00
10X546,Bronx Theatre High School,Bronx,99 Terrace View Avenue,Bronx,NY,10463,"99 Terrace View Avenue
Bronx, NY 10463
(40.87704944300049, -73.91233659899967)",08:40:00,16:00:00
30Q301,Academy for Careers in Television and Film,Queens,1-50 51St Avenue,Long Island City,NY,11101,"1-50 51St Avenue
Long Island City, NY 11101
(40.74113732800049, -73.94968859899967)",09:00:00,15:30:00
16K594,Gotham Professional Arts Academy,Brooklyn,265 Ralph Avenue,Brooklyn,NY,11233,"265 Ralph Avenue
Brooklyn, NY 11233
(40.68045547300045, -73.92219609199964)",08:45:00,15:15:00
08X320,Pelham Lab High School,Bronx,3000 East Tremont Avenue,Bronx,NY,10461,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)",08:00:00,16:00:00
11X513,New World High School,Bronx,921 East 228Th Street,Bronx,NY,10466,"921 East 228Th Street
Bronx, NY 10466
(40.887919214000476, -73.85287161399964)",08:00:00,15:00:00
14K322,Foundations Academy,Brooklyn,70 Tompkins Avenue,Brooklyn,NY,11206,"70 Tompkins Avenue
Brooklyn, NY 11206
(40.69706108300045, -73.94667520499968)",08:30:00,15:30:00
12X479,Bronx Career and College Preparatory High School,Bronx,800 Home Street,Bronx,NY,10456,"800 Home Street
Bronx, NY 10456
(40.82776397900045, -73.90038681299967)",08:00:00,14:15:00
11X544,High School for Contemporary Arts,Bronx,800 East Gun Hill Road,Bronx,NY,10467,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)",08:00:00,14:45:00
30Q450,Long Island City High School,Queens,14-30 Broadway,Astoria,NY,11106,"14-30 Broadway
Astoria, NY 11106
(40.765763938000475, -73.93272598499965)",08:29:00,15:50:00
24Q610,Aviation Career & Technical Education High School,Queens,45-30 36 Street,Long Island City,NY,11101,"45-30 36 Street
Long Island City, NY 11101
(40.7435936440005, -73.92907786499967)",08:00:00,16:30:00
14K610,Automotive High School,Brooklyn,50 Bedford Avenue,Brooklyn,NY,11222,"50 Bedford Avenue
Brooklyn, NY 11222
(40.72264264000046, -73.95258304499964)",08:45:00,15:50:00
29Q259,Pathways College Preparatory School: A College Board School,Queens,109-89 204 Street,Saint Albans,NY,11412,"109-89 204 Street
Saint Albans, NY 11412
(40.706387658000494, -73.75353002199967)",08:00:00,15:07:00
15K423,Brooklyn Frontiers High School,Brooklyn,112 Schermerhorn Street,Brooklyn,NY,11201,"112 Schermerhorn Street
Brooklyn, NY 11201
(40.69020457500045, -73.98927037499965)",08:20:00,15:09:00
03M479,Beacon High School,Manhattan,227-243 West 61St Street,New York,NY,10023,"227-243 West 61St Street
New York, NY 10023
(40.772158119000494, -73.98779653499963)",08:00:00,15:00:00
21K337,International High School at Lafayette,Brooklyn,2630 Benson Avenue,Brooklyn,NY,11214,"2630 Benson Avenue
Brooklyn, NY 11214
(40.59359381100046, -73.98472923199967)",09:15:00,16:00:00
02M422,Quest to Learn,Manhattan,351 West 18 Street,New York,NY,10011,"351 West 18 Street
New York, NY 10011
(40.74288810100046, -74.00212738099964)",09:00:00,15:50:00
09X564,Claremont International HS,Bronx,240 East 172 Street,Bronx,NY,10457,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)",08:40:00,15:17:00
11X545,Bronx Aerospace High School,Bronx,800 East Gun Hill Road,Bronx,NY,10467,"800 East Gun Hill Road
Bronx, NY 10467
(40.87575421100047, -73.86138783399963)",09:00:00,17:00:00
15K592,Khalil Gibran International Academy,Brooklyn,362 Schermerhorn Street,Brooklyn,NY,11217,"362 Schermerhorn Street
Brooklyn, NY 11217
(40.686741862000474, -73.98022906499966)",08:00:00,15:00:00
30Q575,Academy of American Studies,Queens,28-04 41 Avenue,Long Island City,NY,11101,"28-04 41 Avenue
Long Island City, NY 11101
(40.751300578000496, -73.93742387699967)",09:50:00,16:15:00
07X223,M.S. 223 The Laboratory School of Finance and Technology,Bronx,360 East 145 Street,Bronx,NY,10454,"360 East 145 Street
Bronx, NY 10454
(40.81401081600046, -73.92083651699966)",07:50:00,15:00:00
21K525,Edward R. Murrow High School,Brooklyn,1600 Avenue L,Brooklyn,NY,11230,"1600 Avenue L
Brooklyn, NY 11230
(40.62050435800046, -73.95923393299967)",08:05:00,14:45:00
09X241,"Urban Assembly School for Applied Math and Science, The",Bronx,1595 Bathgate Avenue,Bronx,NY,10457,"1595 Bathgate Avenue
Bronx, NY 10457
(40.839327126000455, -73.90130978999963)",08:30:00,15:30:00
03M402,The Urban Assembly School for Green Careers,Manhattan,145 West 84 Street,New York,NY,10024,"145 West 84 Street
New York, NY 10024
(40.78574315700047, -73.97441522799966)",08:30:00,15:30:00
03M417,FRANK McCOURT HIGH SCHOOL,Manhattan,145 West 84 Street,New York,NY,10024,"145 West 84 Street
New York, NY 10024
(40.78574315700047, -73.97441522799966)",08:40:00,15:00:00
17K537,High School for Youth and Community Development at Erasmus,Brooklyn,911 Flatbush Avenue,Brooklyn,NY,11226,"911 Flatbush Avenue
Brooklyn, NY 11226
(40.64943967500045, -73.95843119799963)",08:00:00,15:00:00
02M412,N.Y.C. Lab School for Collaborative Studies,Manhattan,333 West 17 Street,New York,NY,10011,"333 West 17 Street
New York, NY 10011
(40.74210071300047, -74.00207379699964)",08:00:00,14:50:00
31R600,Ralph R. McKee Career and Technical Education High School,Staten Island,290 St Marks Place,Staten Island,NY,10301,"290 St Marks Place
Staten Island, NY 10301
(40.642741044000445, -74.07871106299967)",08:00:00,15:00:00
07X527,Bronx Leadership Academy II High School,Bronx,730 Concourse Village West,Bronx,NY,10451,"730 Concourse Village West
Bronx, NY 10451
(40.82277649000048, -73.92352279399967)",08:30:00,15:15:00
31R440,New Dorp High School,Staten Island,465 New Dorp Lane,Staten Island,NY,10306,"465 New Dorp Lane
Staten Island, NY 10306
(40.5691824270005, -74.10730080799965)",08:05:00,15:10:00
10X524,Crotona International High School,Bronx,2474 Crotona Avenue,Bronx,NY,10458,"2474 Crotona Avenue
Bronx, NY 10458
(40.85592271000047, -73.88257897999966)",08:30:00,16:15:00
08X367,"Archimedes Academy for Math, Science and Technology Applications",Bronx,456 White Plains Road,Bronx,NY,10473,"456 White Plains Road
Bronx, NY 10473
(40.814918340000474, -73.85656553499967)",08:25:00,15:15:00
24Q585,Maspeth High School,Queens,54-40 74Th Street,Elmhurst,NY,11373,"54-40 74Th Street
Elmhurst, NY 11373
(40.729538482000464, -73.88739052299962)",08:15:00,15:05:00
21K572,Expeditionary Learning School for Community Leaders,Brooklyn,2630 Benson Avenue,Brooklyn,NY,11214,"2630 Benson Avenue
Brooklyn, NY 11214
(40.59359381100046, -73.98472923199967)",08:25:00,15:15:00
04M495,Park East High School,Manhattan,230 East 105 Street,New York,NY,10029,"230 East 105 Street
New York, NY 10029
(40.7905626000005, -73.94445440799967)",08:45:00,15:15:00
09X227,Bronx Collegiate Academy,Bronx,240 East 172 Street,Bronx,NY,10457,"240 East 172 Street
Bronx, NY 10457
(40.84037339800045, -73.91083800799964)",08:30:00,15:30:00
26Q495,Bayside High School,Queens,32-24 Corporal Kennedy Street,Bayside,NY,11361,"32-24 Corporal Kennedy Street
Bayside, NY 11361
(40.771867242000496, -73.78038695199967)",08:00:00,15:30:00
12X478,THE CINEMA SCHOOL,Bronx,1551 East 172Nd Street,Bronx,NY,10472,"1551 East 172Nd Street
Bronx, NY 10472
(40.831364532000464, -73.87834467499965)",08:30:00,15:45:00
26Q315,Business Technology Early College High School,Queens,230-17 Hillside Avenue,Queens Village,NY,11427,"230-17 Hillside Avenue
Queens Village, NY 11427
(40.73281710900045, -73.73965041299965)",08:30:00,16:00:00
06M462,The College Academy,Manhattan,549 Audubon Avenue,New York,NY,10040,"549 Audubon Avenue
New York, NY 10040
(40.855938307000486, -73.92702963399967)",08:00:00,15:45:00
02M655,Life Sciences Secondary School,Manhattan,320 East 96 Street,New York,NY,10128,"320 East 96 Street
New York, NY 10128
(40.78364426000047, -73.94574177699963)",08:00:00,15:00:00
02M411,Baruch College Campus High School,Manhattan,55 East 25 Street,New York,NY,10010,"55 East 25 Street
New York, NY 10010
(40.74404724800047, -73.99147929899965)",08:20:00,14:50:00
13K499,ACORN Community High School,Brooklyn,561 Grand Avenue,Brooklyn,NY,11238,"561 Grand Avenue
Brooklyn, NY 11238
(40.678508914000474, -73.96206730599965)",08:15:00,15:15:00
05M304,Mott Hall High School,Manhattan,6 Edgecombe Avenue,New York,NY,10030,"6 Edgecombe Avenue
New York, NY 10030
(40.817361046000485, -73.94770842099967)",08:00:00,15:30:00
08X405,Herbert H. Lehman High School.,Bronx,3000 East Tremont Avenue,Bronx,NY,10461,"3000 East Tremont Avenue
Bronx, NY 10461
(40.840513977000455, -73.83812095999963)",08:15:00,15:45:00
02M534,Harvest Collegiate High School,Manhattan,34 West 14 Street,New York,NY,10011,"34 West 14 Street
New York, NY 10011
(40.73676482600047, -73.99551113299964)",08:20:00,15:17:00
10X549,Discovery High School,Bronx,2780 Reservoir Avenue,Bronx,NY,10468,"2780 Reservoir Avenue
Bronx, NY 10468
(40.87037746700048, -73.89816295199967)",08:45:00,15:45:00
31R080,The Michael J. Petrides School,Staten Island,715 Ocean Terrace,Staten Island,NY,10301,"715 Ocean Terrace
Staten Island, NY 10301
(40.60745302400045, -74.10148222999965)",08:00:00,14:20:00
20K485,High School of Telecommunication Arts and Technology,Brooklyn,350 67 Street,Brooklyn,NY,11220,"350 67 Street
Brooklyn, NY 11220
(40.63724571600045, -74.02381647299967)",08:00:00,15:00:00
02M308,Lower Manhattan Arts Academy,Manhattan,350 Grand Street,New York,NY,10002,"350 Grand Street
New York, NY 10002
(40.71686722400045, -73.98953194299963)",08:30:00,15:00:00
18K633,High School for Medical Professions,Brooklyn,1600 Rockaway Parkway,Brooklyn,NY,11236,"1600 Rockaway Parkway
Brooklyn, NY 11236
(40.641844268000455, -73.89868729099965)",08:00:00,15:00:00
05M369,Urban Assembly School for the Performing Arts,Manhattan,509 West 129 Street,New York,NY,10027,"509 West 129 Street
New York, NY 10027
(40.815230365000446, -73.95520120599963)",08:15:00,15:15:00
12X692,Monroe Academy for Visual Arts & Design,Bronx,1300 Boynton Avenue,Bronx,NY,10472,"1300 Boynton Avenue
Bronx, NY 10472
(40.83136649000045, -73.87882327699964)",08:30:00,15:00:00
24Q296,Pan American International High School,Queens,45-10 94Th Street,Elmhurst,NY,11373,"45-10 94Th Street
Elmhurst, NY 11373
(40.74330287300046, -73.87057497699965)",08:30:00,15:15:00
02M437,Hudson High School of Learning Technologies,Manhattan,351 West 18 Street,New York,NY,10011,"351 West 18 Street
New York, NY 10011
(40.74288810100046, -74.00212738099964)",08:45:00,15:30:00
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Brooklyn,101 Park Avenue,Brooklyn,NY,11205,"101 Park Avenue
Brooklyn, NY 11205
(40.69634377300048, -73.97577110199967)",08:00:00,15:15:00
02M545,High School for Dual Language and Asian Studies,Manhattan,350 Grand Street,New York,NY,10002,"350 Grand Street
New York, NY 10002
(40.71686722400045, -73.98953194299963)",08:00:00,15:35:00
24Q236,International High School for Health Sciences,Queens,48-01 90 Street,Elmhurst,NY,11373,"48-01 90 Street
Elmhurst, NY 11373
(40.74120520000048, -73.87472988399963)",08:30:00,15:30:00
07X551,The Urban Assembly Bronx Academy of Letters,Bronx,339 Morris Avenue,Bronx,NY,10451,"339 Morris Avenue
Bronx, NY 10451
(40.81335930300048, -73.92553651499964)",08:00:00,15:50:00
22K611,Origins High School,Brooklyn,3000 Avenue X,Brooklyn,NY,11235,"3000 Avenue X
Brooklyn, NY 11235
(40.59419299700045, -73.93683809599963)",08:45:00,16:00:00
06M552,Gregorio Luperon High School for Science and Mathematics,Manhattan,501 West 165Th,New York,NY,10032,"501 West 165Th
New York, NY 10032
(40.83803232200046, -73.93837101799966)",08:00:00,15:30:00
02M392,MANHATTAN BUSINESS ACADEMY,Manhattan,351 West 18 Street,New York,NY,10011,"351 West 18 Street
New York, NY 10011
(40.74288810100046, -74.00212738099964)",08:30:00,15:15:00
19K502,FDNY High School for Fire and Life Safety,Brooklyn,400 Pennsylvania Avenue,Brooklyn,NY,11207,"400 Pennsylvania Avenue
Brooklyn, NY 11207
(40.66755311100047, -73.89480053699964)",08:00:00,15:00:00
10X353,World View High School,Bronx,100 West Mosholu Parkway South,Bronx,NY,10468,"100 West Mosholu Parkway South
Bronx, NY 10468
(40.88008184000046, -73.88590153299964)",09:00:00,16:00:00
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,Manhattan,100 Amsterdam Avenue,New York,NY,10023,"100 Amsterdam Avenue
New York, NY 10023
(40.773670507000475, -73.98526855799963)",08:00:00,16:00:00
07X670,Health Opportunities High School,Bronx,350 Gerard Avenue,Bronx,NY,10451,"350 Gerard Avenue
Bronx, NY 10451
(40.81608448100047, -73.93032383899964)",08:15:00,15:35:00
30Q555,Newcomers High School,Queens,28-01 41 Avenue,Long Island City,NY,11101,"28-01 41 Avenue
Long Island City, NY 11101
(40.751380834000486, -73.93744971899963)",08:00:00,15:00:00
29Q498,Humanities & Arts Magnet High School,Queens,207- 01 116Th Avenue,Cambria Heights,NY,11411,"207- 01 116Th Avenue
Cambria Heights, NY 11411
(40.69553633600049, -73.73491834199967)",08:00:00,14:45:00
14K614,Young Women's Leadership School of Brooklyn,Brooklyn,325 Bushwick Avenue,Brooklyn,NY,11206,"325 Bushwick Avenue
Brooklyn, NY 11206
(40.70560054300046, -73.93947806699964)",07:30:00,14:45:00
25Q460,Flushing High School,Queens,35-01 Union Street,Flushing,NY,11354,"35-01 Union Street
Flushing, NY 11354
(40.765243471000474, -73.82785528199963)",08:51:00,15:37:00
30Q501,Frank Sinatra School of the Arts High School,Queens,35-12 35Th Avenue,Astoria,NY,11106,"35-12 35Th Avenue
Astoria, NY 11106
(40.75652807400047, -73.92514064399967)",07:45:00,15:15:00
26Q435,Martin Van Buren High School,Queens,230-17 Hillside Avenue,Queens Village,NY,11427,"230-17 Hillside Avenue
Queens Village, NY 11427
(40.73281710900045, -73.73965041299965)",07:45:00,15:14:00
05M692,"High School for Mathematics, Science and Engineering at City College",Manhattan,240 Convent Ave,New York,NY,10031,"240 Convent Ave
New York, NY 10031
(40.821123112000464, -73.94884524399964)",08:00:00,15:35:00
08X332,Holcombe L. Rucker School of Community Research,Bronx,965 Longwood Avenue,Bronx,NY,10459,"965 Longwood Avenue
Bronx, NY 10459
(40.81743944600049, -73.89804920599965)",08:15:00,15:15:00
15K448,Brooklyn Secondary School for Collaborative Studies,Brooklyn,610 Henry Street,Brooklyn,NY,11231,"610 Henry Street
Brooklyn, NY 11231
(40.679863998000485, -74.00148225799967)",08:30:00,14:50:00
